,,Aircraft,Almost Nothing,Apparel,Automobiles and Trucks,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Small Cap,Communication,Computers,Construction,Construction Materials,Consumer Goods,Electrical Equipment,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Food Products,Healthcare,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Personal Services,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Real Estate,Recreation,"Restaurants, Hotels, Motels",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
Pvalue,RMW,0.9246765407446997,0.11284747226253845,0.0005333932514435274,0.6743846904271125,3.1030523890151686e-06,1.912341725663387e-06,0.2060286709238077,0.3135896295374968,0.5585538035859252,0.006930025721591947,0.047060255452340514,0.2756303548576136,0.06528526415076752,0.5788734063685006,0.025351643524227974,0.007528641240590284,1.51093836432205e-07,0.7200204308386675,0.07623386399241203,0.05031451002001862,0.03611307846744004,0.030496436875926385,0.03056650279530234,0.19633559263810693,0.37715456461125474,0.6330094114153773,0.2757055643369813,0.2799238757878281,0.3030604866142071,0.9472574443686543,0.7101029663549232,0.11735156224646978,0.39397158159972323,0.9603050724207428,0.4319342783321982,0.6037303280682886,0.22596562803190867,0.9723522933221646,0.8863797129910026,0.13508399530589543,0.26712012671025237,0.00031921952201671727,0.4742307519481509,0.6266106914453299,0.005921427022723036,1.8896057916444495e-05,0.08240815006211766,0.11233618561703453,0.05495128726363903,0.26374578756435346,0.1864115146510483,0.052517830740074156,0.41326047663231524,0.15308834632731477,0.5347332722345346,0.9979049930521404,0.02074440882435249,0.024584093756924285,0.04142679086421177,0.0040749136320397525,0.017320269505229337,0.5161603417370463
Pvalue,SMB,0.6876291633687099,0.26266365313869433,0.013886220319152865,0.0009129665632613172,0.04957400990711935,0.008500366887373472,1.413584584054433e-05,0.000440670804216837,6.665325298717367e-06,2.1001207162420898e-11,0.1673088527244692,0.0009534561283484036,0.7892513501284394,0.5781822212235361,6.0135534053660594e-06,7.499062591372791e-10,0.33324520770275146,1.9286809822995904e-08,0.7393891995338734,0.4737686405461482,0.004448318276247411,0.29087958873465075,0.13332822990920362,0.0009421992762127887,0.6669083386352015,0.7100060473566756,0.00039746676703840194,0.0002844474558907201,0.015594007901170848,2.478371354903827e-07,0.0005095865965575084,0.7005761639636017,0.2768889782325813,0.3213070046128833,0.5586633528154469,0.0011155314496261886,0.136268528403903,0.19168966235801807,0.0011959106043011659,0.26087470743123914,0.0959471025063208,0.00036104969033199123,0.6069975620243274,4.4973105147050093e-08,0.0033185897042370474,0.39553672671895845,0.9538589598003298,0.3319993653805725,1.9252648453162803e-11,0.003689898420405858,0.6446680316695981,0.35042327435025844,1.895178745098308e-05,0.05024001199578323,0.7595964464890304,0.0019438912216503603,0.1972001288977412,0.04475816269048823,1.6331907942406373e-06,1.5506670724625078e-06,0.003907221136013794,0.014421184562180856
Rsquared,Adj Rsquared,0.6860345577095263,0.4607419684543952,0.5443906673308063,0.584091589212707,0.8766411633166439,0.870798829902955,0.5636907985998321,0.8857660564278035,0.8688125423319202,0.6520701200137937,0.647805629049564,0.44127570935418037,0.6690261168843837,0.6900685409955021,0.6749392294732341,0.8344973163349743,0.5700878026603506,0.7804665406804545,0.7130177674501053,0.693594328024701,0.44347696863823727,0.594496751082362,0.45766213789930943,0.5720201884393195,0.7317900789355861,0.6751731649328989,0.42915141441654425,0.8159611935746826,0.7813346600495997,0.4861939357006131,0.7610245354785539,0.6243762614278939,0.6252744883064899,0.003844215905657311,0.4560280051158636,0.6605550730863592,0.5554659704990678,0.6422878558324845,0.4599370139146094,0.4373738953161167,0.4169036957559934,0.30436227264806537,0.03408487738557031,0.7698823672499279,0.4698027783443368,0.5692759329344372,0.7493020914272164,0.7157206742617757,0.610965073486421,0.6753295056715967,0.8313338736392965,0.7996994228397096,0.664346015272547,0.830226178697275,0.7720255145110577,0.389309334968561,0.45150745040837115,0.40094474472588515,0.4801254044578738,0.7909559165095771,0.712847909772478,0.2860018410602815
Rsquared,Rsquared,0.6933360796232582,0.4767913146313477,0.554986233206834,0.5937638778356672,0.8795099734720707,0.8738035082773049,0.5738375242137894,0.8884226597666918,0.8718634134404801,0.6601615125716125,0.6559961958158531,0.45723926051548947,0.6767231839335841,0.6972762493444439,0.6824987822761822,0.8383462159550911,0.5800857607380169,0.7855719699669556,0.7196917728582424,0.7007200413264522,0.45641936471641775,0.6039270591967256,0.47027464632025573,0.5819732073128236,0.7380275189603399,0.6827272773763198,0.44242696291848504,0.8202411658171318,0.7864199005135625,0.49814291394013366,0.7665821044209131,0.6331116972086406,0.6342823131068147,0.0277902684079252,0.468678516624797,0.6684491411541182,0.5658039711851359,0.65190377368645,0.4724966182421766,0.4504582233320209,0.4304640749244586,0.32053989421438933,0.05654801977195234,0.7752339401045807,0.48273441789691396,0.5792927717034038,0.7551322753475136,0.7223318213719669,0.6200123973588298,0.6828799822838851,0.8352563416941965,0.8043575757969257,0.6721519218941157,0.834174407099664,0.7789338322531468,0.4035114434576642,0.4642630910965485,0.4148762622903994,0.49221551133094643,0.7958174068233078,0.7195258653591645,0.30324817340182064
Stdev,Alpha,0.0028418227193670923,0.002458012089836525,0.003289182274011718,0.004960642427308974,0.001666188822311127,0.0017213349600571938,0.002292820029162376,0.0012814374995726429,0.0013778830759983254,0.003368183459270346,0.00279733790964228,0.006361755585463196,0.0018939370210211575,0.0024973090823610855,0.003263473709482821,0.0021486276201296704,0.0019516889182959586,0.002484401663975545,0.0025636844234527174,0.0026571086897386347,0.0043836000484889686,0.004537924493979749,0.002013833828025396,0.0025904349008674687,0.0022074156818109934,0.00252941605033137,0.0037399218571976204,0.0021713607169630933,0.0023661185533359374,0.0050725409473885725,0.002008006929093092,0.0020703318194044214,0.002016695485316304,0.017948891917639945,0.005381157975174384,0.002402746975373078,0.003648625084096314,0.0033962363104448894,0.005463533150898052,0.0022680505932017453,0.0022883833549741744,0.006518509549452234,0.007727791441969676,0.002990961725192244,0.003523909995198348,0.0021587950414634033,0.0018013983209112649,0.0018914554603154073,0.0041049381628801415,0.0034677009532765165,0.0015996186511048115,0.0017265601572052048,0.0029483830429201936,0.0016933449883636963,0.0021213729884083108,0.005993075899514221,0.002082213137865695,0.0022044348679886878,0.002868292756573857,0.0016293356022553146,0.001863644103819176,0.00499921919602473
Stdev,CMA,0.17588851132703245,0.14694529428695016,0.20357686977322423,0.3070283046929166,0.10312517721419098,0.10653832892400326,0.14190916939392648,0.07931182076293063,0.08528111249460095,0.20846647839430874,0.17313521960836178,0.3840588608070158,0.11722116263774404,0.1545655799802299,0.20198569340865855,0.13298469004601365,0.12079559223490018,0.1537667030518994,0.15867373910425553,0.16445603333635667,0.2713135064785281,0.2808650864535057,0.12464191789919,0.16032940242825622,0.13662325081282758,0.15655277177830795,0.23147442782371092,0.13439170623060326,0.14644582405978385,0.3139540231701346,0.12428127450934327,0.12813873968504633,0.12701914795302913,1.1304894440828577,0.33305521101604957,0.1487128615426166,0.22582381021117845,0.20359982603526441,0.33815364552767363,0.14037611837429922,0.14163457097760454,0.4034491430132365,0.47829504750969987,0.18511914965524656,0.21907829266115827,0.13361398074392994,0.11149367862139672,0.11706757176969747,0.2540663277965883,0.21462589986435757,0.09900495949882547,0.10686173127471661,0.18248383359979412,0.10480594976477425,0.12644238195117188,0.37092855618743026,0.12887410836322383,0.1364387597458179,0.1775268174069085,0.10084422634098944,0.11534624761433392,0.313720840061753
Stdev,HML,0.11026469295967817,0.09791354445091735,0.1276225540251474,0.19247636750958075,0.06464928218530859,0.06678899058620293,0.0889630077219226,0.04972066395079836,0.0534628192229842,0.130687854818412,0.10853865148205614,0.2562622807424314,0.07348607029025911,0.0968973248455441,0.12662504388670914,0.0833682422213327,0.07572688396855325,0.09639650805796465,0.09947273412624431,0.10309766046904383,0.1700867229016719,0.17607461844569913,0.0781381495776372,0.1005106712074565,0.08564925979741476,0.09814309747625138,0.14511156254283417,0.08425030214902524,0.09180704130899847,0.1968181077156578,0.07791206185678858,0.08033031083730728,0.08281260719893108,0.7370446092898629,0.20879266248961276,0.09322824949415306,0.14156918441149635,0.13644616821108765,0.2119888764535481,0.0880019364234316,0.08879086168558112,0.2529226925827229,0.29984366892350983,0.11605138984740113,0.14379850040967676,0.08376274522249295,0.06989550452943025,0.07338978401335114,0.1592744484248652,0.13454920262379194,0.06206631336099981,0.06699173186040441,0.11439930743727776,0.06570296026710515,0.08481330630753174,0.2325355024577874,0.08079131423599227,0.08553360215323923,0.11129174876627161,0.06321935168108114,0.0723106840878174,0.206053714708754
Stdev,Mkt-RF,0.06478273851994228,0.06133034614217193,0.07498083316371904,0.11308376102041322,0.037982761579396444,0.03923988356580375,0.052267567364509354,0.02921189625894454,0.03141048821065559,0.07678175941168534,0.06376865422225825,0.1605504825737868,0.04317455341949605,0.05692913923994037,0.07439477577095896,0.04898052941268148,0.04449107680242448,0.05663489924230104,0.058442244310431476,0.060571961893787975,0.09992939171818332,0.10344740152623036,0.04590774414409601,0.05905205335018376,0.050320673399159126,0.05766105587095047,0.08525597958968022,0.049498757470283934,0.0539384946510964,0.11563462125447439,0.045774913032802185,0.047195683246512826,0.04656966555042824,0.4144769994733123,0.12266991451101597,0.054773483220601056,0.0831747607510703,0.08260457263367375,0.1245477548960169,0.05170291852762434,0.052166428084471334,0.14859720024194867,0.17616422337325283,0.06818254004579069,0.08473048382222231,0.049212307909347164,0.04106502337339604,0.043117983283285095,0.09357696165706705,0.07905037938872513,0.036465215124054214,0.03935899816723466,0.06721190819695803,0.03860181877553975,0.05128752734411879,0.13661931347176542,0.0474665320724805,0.05025272219266372,0.06538615459065371,0.03714264847092453,0.042483990239489074,0.11562343645171745
Stdev,RMW,0.14919079500161242,0.1311361817980502,0.1726764006145703,0.26042517796950376,0.08747204156308494,0.0903671187526418,0.12036909994953436,0.06727326022247394,0.07233648676481819,0.17682382668533844,0.14685541915880884,0.3374980564645869,0.09942842948066127,0.13110442281395177,0.17132674528446207,0.11279924698503345,0.10246030455455679,0.13042680559411826,0.13458901382607838,0.13949362679318936,0.23013144759037885,0.2382332150067785,0.10572280521114351,0.13599336778699972,0.1158855189044844,0.13278998329734634,0.1963394519006043,0.11399269538922605,0.12421714614163953,0.26629965742116257,0.1054169030596194,0.10868885238656628,0.10619517691315333,0.945152982424556,0.2825015194910999,0.12614007517100298,0.19154652865903798,0.17875844725188725,0.2868260742463482,0.11906874725071045,0.12013618220108015,0.34221051696179305,0.40569573217110483,0.15702033577245958,0.18319613003263066,0.11333301908191984,0.09457030721155456,0.09929815182047771,0.2155021788582715,0.18204832360633408,0.08397722230571918,0.09064143259749892,0.15478502833579338,0.08889769347830395,0.11103113592745727,0.3146261559034405,0.109312601128817,0.11572903131612397,0.15058042633494167,0.0855373110251714,0.09783810353616036,0.26520031846084213
Stdev,SMB,0.11858354956392365,0.1055444633132905,0.13725096451544835,0.20699763681201996,0.06952671025073341,0.07182784772637653,0.09567477088433117,0.053471810964156694,0.05749629099746547,0.14054752517135427,0.11672728787564393,0.2747489961691485,0.07903018477283169,0.10420768801882063,0.13617819779595755,0.0896579115050524,0.08144005535561817,0.10366908739555414,0.10697739757759102,0.11087580441208092,0.18291881829074136,0.18935846718441224,0.08403323751748347,0.10809364122739802,0.09211101914566791,0.10554744725211283,0.156059421263606,0.09060651793877392,0.09873337095641228,0.21166693712113424,0.08379009273803124,0.08639078512778933,0.08530060129093682,0.7591881294069488,0.2245449053213674,0.10026180137907317,0.15224979044311054,0.146438438819058,0.22798225581712245,0.09464119211219647,0.09548963738887765,0.2720043002585792,0.3224652027845589,0.12480682048390557,0.14658448485867032,0.09008217755917647,0.07516873083473859,0.0789266342329121,0.17129081795895776,0.14470019015025432,0.06674887082291676,0.07204588469988642,0.12303009766261053,0.07065988247189793,0.09110830598259323,0.2500790102517999,0.08688656866384008,0.09198663577677255,0.11968809100758075,0.06798889945863308,0.07776612223157048,0.2110107961402918
Tstat,Alpha,-0.64744115735697,1.066877495810536,-0.9531405762859951,0.43541047912038167,0.13509602717731073,0.19326125032627853,-2.603522256871439,1.5984131813335682,1.9593322349446163,-8.41395500758973,-1.3147600739999428,-3.3764274638956047,-1.4744611150767157,-0.41654820627294625,-0.0037880805463519607,-0.5586295775803231,-1.3490836386079976,-0.0952867341201224,2.273058214939341,2.4122095768577165,-5.55556268970252,-0.01933274390135104,-0.08790961971933711,-0.4884911228913526,-0.7918934241415626,-0.5177666937973598,-2.3306873717684153,-0.0012096152886574135,0.43584030580357325,-5.308220528590195,0.4256505429559801,0.05417997392464089,0.36768819909933753,0.1231813810016305,-0.23247220534844176,-0.23874457941013288,-0.8761299510744773,-0.5252806426928667,-3.6227261136361757,1.247526484090125,1.5129011488271107,-6.996523002351867,0.2799275763375726,-0.6615727054395719,-1.2712356650418946,0.8072070917514405,1.6569087473667405,2.2202047556892186,-7.468574069170971,-1.0575755492771404,-0.6620224151578185,0.11024991784678555,-4.911128891636911,-1.1158576847727617,-1.048909339181845,-4.600402869166872,0.1211217461914878,0.49405658562961074,-2.434759747649531,0.2888883149698117,0.9378088595648397,-4.164841719016365
