,,Aircraft,Almost Nothing,Apparel,Automobiles and Trucks,Banking,Banking - Large Cap,Banking - Small Cap,Beer & Liquor,Business Services,Business Services - Large Cap,Business Services - Small Cap,Business Supplies,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Construction,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Electrical Equipment,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Fabricated Products,Food Products,Healthcare,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Printing and Publishing,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels",Retail,Retail - Large Cap,Retail - Small Cap,Rubber and Plastic Products,Steel Works Etc,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
Pvalue,RMW,0.02575286665197626,0.7392385615713021,0.9886052281223887,0.03241941286696428,0.7551733127800243,0.7667065394097482,0.46456458642112586,0.8574168679614917,0.901912739406007,0.9694522007294104,0.6449041919428155,0.4494906711699258,0.317577992142014,0.36981763784311883,0.9746284897002485,0.18812286782591392,0.27759007129308955,0.12401437314533965,0.6041597259338438,0.4663213112242246,0.2034097961916236,0.19952860941841155,0.3639496646238346,0.7532412640133971,0.7299103302300628,0.914454677615494,0.9658646164440514,0.9910855932592004,0.4343283262895261,0.5998217222651745,0.885480684663901,0.02044908339113512,0.35084509889772697,0.2806317839742284,0.6827776826728544,0.5116476587815033,0.46979331141431224,0.473754027464239,0.8827460992626547,0.8912786298483272,0.17017814778120124,0.4567275203236856,0.4985694161969433,0.31360642570916714,0.47556870821673913,0.45628474249151907,0.7389661152650845,0.3566202007748025,0.8273612904090725,0.8153364821196198,0.7608837715453758,0.3999281253246181,0.3814622098936076,0.3161836355178923,0.3543804663021596,0.38287761842095114,0.3243284819940647,0.014594753509921786,0.01961527399510834,0.021105192681149045,0.7833749269127849,0.6641894345548607,0.9157059303543387,0.43844271019933545,0.40635920777676804,0.22808829634499417,0.48629471784756706,0.3271373593564296,0.31013285021497206,0.2785910291712163,0.2899702231271951,0.49908267096899084,0.5679482188921041,0.46275294991782,0.3988030659759577,0.2803995900359965,0.451737530899063,0.4747684990272435,0.46080823679968874,0.15184248571211223
Pvalue,SMB,0.7559506389698692,0.845813502824382,0.4422816790536582,0.8351669166076847,0.8234418442278738,0.8196933809554836,0.9877819284586506,0.8959541526479895,0.4091307877860997,0.3940842064758181,0.6285082515420128,0.8343219432475109,0.9141312263424789,0.8142641056548162,0.5224531668368624,0.9904071496548366,0.9848657149910593,0.818864336948587,0.9924823799997149,0.48021602723907053,0.7579484929089284,0.6077126613576201,0.016682608497162143,0.1991711038465483,0.7585421803861303,0.6857012710513867,0.6738457260530379,0.7964520597176616,0.9424540083061399,0.9283153353134344,0.3270341882917529,0.07065735447261051,0.3810621346638722,0.3196342702678397,0.41220872052191626,0.8273810281437404,0.7311714816006653,0.5313004307560802,0.7073051800266179,0.6556013097790427,0.3982179139436617,0.8183551804769593,0.9503194045428002,0.9742185974321682,0.406732169927819,0.38330987176092934,0.26070125487566237,0.6441175025133938,0.9548945533418456,0.9523781010222532,0.11462968177485276,0.38974107106531963,0.4382222749790943,0.18921162834317132,0.3434003045087901,0.33408598314728455,0.347101732694743,0.3309563514559971,0.07449811977762406,0.04039407085179158,0.1028115086231658,0.44638618013208253,0.7968226605476705,0.9008730001558751,0.8661723999935746,0.7923419099145068,0.5415593745227298,0.845655877689671,0.8721740146144936,0.8310071254729494,0.12834396501920234,0.6361788966959472,0.5946989353742399,0.8415281491362758,0.8950162464036906,0.8111502363315175,0.6786480447298335,0.6369374482743569,0.6157870413009524,0.248533406176038
Rsquared,Adj Rsquared,0.018961336243702887,-0.009999581209735764,-0.0202298424383327,0.009184894448559744,-0.015507157886568645,-0.014923656754266323,-0.004495373288524451,-0.017755307091444017,-0.01994018854847468,-0.019989165167441536,-0.016184400045079927,-0.0075841436874501955,-0.015719433627221502,-0.01667131280114509,-0.004507905941893542,-0.012502848098920216,-0.01618143017630791,-0.00370672855312959,-0.015365031198172785,-0.019984289159057367,-0.008866639178294333,-0.006595409106343819,0.024986422515148043,-0.013999287790936732,-0.015299161785862214,-0.007854576553534498,-0.00775094767562412,-0.023306790803321986,-0.012248506797043479,-0.016103306035433862,0.002635915803289701,0.02125251517067661,-0.015272250526994213,-0.011193670045472892,-0.011563779876905489,-0.017344270493600877,-0.014510623861284655,0.02355697535103085,-0.019914681703194326,-0.019506617102925672,0.010477280663237165,-0.016621118959734726,-0.017215092050315794,-0.016512979838445796,0.00254650767986897,0.002866669340455874,0.0024917297825695073,-0.016398018462813413,-0.019717332717092306,-0.019495079734114906,-0.000327831579548743,-0.014495257308897447,-0.0137445480898859,-0.009397559757623908,-0.004609231227793886,-0.005265717605423381,0.0009294488903550668,0.018690601284362396,0.017697429800694775,0.02245894829115358,0.0004256988460095146,-0.013087710274630515,-0.011843476541789633,-0.009841714060157436,-0.00710524554058467,-0.013996278018321595,-0.012446283142590442,-0.005191150947880363,-0.01771997189589114,-0.01721131987320801,-0.009826186300464057,-0.011372885882833472,-0.009886029242977434,-0.01180921582651151,-0.008630833389946524,-0.004917410238674869,-0.014819420617661061,-0.018465856434219274,-0.01727220694051157,-0.006063346454559637
Rsquared,Rsquared,0.042431160735480256,0.014163088197195584,0.004177570060191815,0.03288860510768499,0.00878727172794258,0.009356813503012651,0.0195356165030669,0.006592905996867904,0.004460294431153811,0.004412489501635974,0.00812623153494585,0.016520740132823564,0.008580074354290979,0.007650967409408627,0.01952338367394124,0.011719708075695001,0.008129130354225689,0.02030539413952903,0.008925998256328893,0.0044172488591017744,0.015268926352286716,0.017485820776582894,0.04831210618703441,0.01025906837631052,0.008990291845378473,0.016256776952530916,0.016357926670682588,0.0011742329001067642,0.011967964657431107,0.008205385496514173,0.026496300592684596,0.04466752676946417,0.009016559294225623,0.012997566080016898,0.012636310550771523,0.006994109183279473,0.009759965226305733,0.04691685632349418,0.00448519106482459,0.0048834933540821135,0.034150072991867786,0.007699960441215792,0.0071201972331845775,0.007805512502186862,0.02640903141958495,0.026721533710301393,0.026355563998297415,0.007917723605674887,0.004677818783316523,0.004894754709284799,0.02360345625728255,0.00977496415782253,0.010507713826139908,0.014750707222223491,0.019424482437942703,0.01878370147604591,0.024830658247045,0.04216690268904266,0.041197491288716304,0.04584509785356605,0.0243389596391671,0.011148837818063972,0.012363305193659802,0.014317178620707582,0.0169881813862236,0.010262006144795999,0.011774919803404504,0.018856484242260163,0.006627395852814244,0.007123879166820779,0.014332334902896204,0.012822637702880169,0.014273923609725236,0.01239674627460119,0.015499090853832054,0.01912367613067134,0.009458555952139291,0.00589935544219744,0.007064448727921557,0.01800515465679342
Stdev,Alpha,0.008321140327329833,0.0036913936271102846,0.005482767101494949,0.0049660642546163775,0.006186606492969859,0.006357100075153617,0.0057766634746544785,0.0030674421587639777,0.0038362487500955915,0.0038284799706696845,0.04575442833957406,0.0037413079056885044,0.0048953980968925595,0.004821788606447515,0.015256245635005354,0.0036902464499676936,0.003627202756897645,0.010980574796892004,0.004680373660023412,0.005979701007838323,0.005561537602838858,0.005652506272132889,0.022903608930859767,0.003064162566196742,0.005217601603061092,0.005849146243600544,0.005946101924294994,0.01212037402645903,0.008350829109345379,0.007183129715985673,0.0037931888205389687,0.00391838186396038,0.004328932115670945,0.004563154418962635,0.009867785249207495,0.0053547132359715345,0.0052778008631768295,0.014010569437349926,0.00447782962767806,0.004434994296096005,0.03342296074959827,0.0036586269963039854,0.0037361525644567938,0.03625637823073813,0.006551821521428945,0.0065784634971391715,0.006983379855088552,0.00539211415655373,0.005752671849957905,0.005632917583261559,0.012872271971419562,0.0031915915855550395,0.003182631660247884,0.0760657908503479,0.008156366346755919,0.008207195845406846,0.01334624043507884,0.0056215005243396,0.005618139243546613,0.006100412208384549,0.020143348895912412,0.005080085052401451,0.0038517664789957363,0.0041330304178348355,0.004177434817642866,0.019918201296883514,0.004631985171592517,0.006146992112882306,0.0045784320713493296,0.00459348322851022,0.0653855761555852,0.004566791041577895,0.004635358826182864,0.08450777668830867,0.003117872313484668,0.0033373132508652233,0.0034287452427169446,0.0038191905167973207,0.0037874193037118428,0.016816966097573535
Stdev,CMA,0.5094697102825485,0.22600907661248454,0.3356876169448836,0.30405199498129315,0.3787808513760393,0.3892194826817639,0.353681701192556,0.1878070560595191,0.23487796893219243,0.2344023180420895,2.8013582794350644,0.2290651256689686,0.29972539243811896,0.29521858155693337,0.9340781116426284,0.2259388396036747,0.22207892968987972,0.6722961085194877,0.28656031731066395,0.36611286677065774,0.34051041561427825,0.3460800586880528,1.4022951840032578,0.18760625989344717,0.3194526077574619,0.3581195274811169,0.36405573100738287,0.7420813976054758,0.5112874341253281,0.4397939310440051,0.23224158389684485,0.23990664674307663,0.26504297536722415,0.2793834580782062,0.6041645128291412,0.3278473975515749,0.3231383645652948,0.8578104047466164,0.2741593667895521,0.2715367329782594,2.0463524781521047,0.2240029085577298,0.2287494850115096,2.2198311513196143,0.4011414879499438,0.40277266818636687,0.42756405632046557,0.3301373043941177,0.3522127912111649,0.3448807226293502,0.7881170625639117,0.19540822248754436,0.1948596425608969,4.657200203637856,0.4993812670112124,0.5024933512848597,0.8171362313754829,0.34418170236620843,0.34397590476102236,0.3735035245352142,1.2332956448787467,0.3110330264900343,0.23582805660479592,0.25304870807760516,0.25576740957950933,1.2195107695448546,0.28359768620337084,0.37635542337551126,0.28031884683852815,0.2812403682137886,4.0032939273039485,0.27960611374766026,0.2838042414060385,5.174068794947309,0.19089469012220514,0.20433016968312698,0.2099281801200211,0.2338335624164342,0.2318883397559268,1.029634702520577
Stdev,HML,0.320781583058101,0.14230394450936965,0.2113617414406466,0.19144274588568005,0.23849488729980584,0.24506744815598142,0.22269150396460116,0.11825049367280843,0.1478881377614276,0.14758864979888398,1.76384213909739,0.14422814968674613,0.18871855171858642,0.18588089150085055,0.5881312456955848,0.14225972060671055,0.13982937393914888,0.42330330071061223,0.18042931772639925,0.2305186404810965,0.21439835963543766,0.2179052195845466,0.8829385927376193,0.11812406473949888,0.20113955974270883,0.22548572884873003,0.2292233892553803,0.46724278338320413,0.3219260913970283,0.27691105196695687,0.14622816907610486,0.15105438532493823,0.1668811776259974,0.17591049311424287,0.38040504654413193,0.20642523994163975,0.20346025296493805,0.5401101852467787,0.17262120576350892,0.17096989537392443,1.288461657656639,0.14104078449907598,0.14402941027646587,1.3976904543492434,0.25257399789969986,0.25360105126113064,0.2692106558585336,0.20786705272693584,0.22176662215182533,0.21715007180683882,0.49622859585537155,0.1230364782969341,0.12269107142827793,2.9323510775801185,0.31442951395986884,0.31638900104960604,0.5145001725998329,0.21670994195794957,0.21658036392760005,0.23517208081269197,0.7765300298686225,0.19583826988554756,0.14848634923800924,0.15932912895434592,0.16104092723016414,0.7678505460001662,0.17856393205688104,0.23696774521873623,0.17649944959439248,0.17707967463939855,2.5206267174063073,0.17605068562555967,0.17869398709953288,3.257791278649784,0.12019458597612367,0.12865407692467692,0.13217879804877822,0.1472305395397486,0.14600575307679678,0.6482973240213479
Stdev,Mkt-RF,0.19060693051535577,0.08455634455250398,0.12559016755361857,0.11375439267687473,0.14171255711892927,0.14561794232988168,0.13232225995609215,0.07026389550180975,0.08787444631206336,0.08769649195220725,1.0480668274091625,0.08569969835431827,0.11213568912361149,0.11044956456872954,0.3494648614596546,0.08453006691442733,0.08308596618403018,0.2515248601752008,0.10721026468835589,0.13697310821212688,0.12739451201672128,0.12947827195167308,0.5246380212693925,0.0701887720153654,0.11951619454669173,0.13398257543697487,0.1362034759345304,0.2776334972135636,0.19128699206799377,0.16453926418724582,0.0868881006096554,0.08975581594550387,0.09916002260740117,0.10452520003891695,0.22603491629129835,0.1226569212330537,0.12089513970788193,0.3209309698160641,0.10257072073393506,0.10158951975074207,0.7655979477106611,0.08380578072643728,0.0855816083174626,0.8305011926631378,0.1500782994107676,0.15068856975993025,0.15996372449451632,0.12351363971035266,0.13177269946779332,0.12902956664065685,0.2948567326971695,0.07310770539264458,0.07290246623151247,1.74238942511144,0.18683256048546482,0.18799687863614747,0.3057136189489801,0.12876804352350904,0.12869104885819285,0.13973816089840008,0.46141054618914096,0.11636619267372672,0.08822990080001517,0.09467263027432782,0.09568977287928868,0.45625323708538124,0.10610186116560814,0.1408051363694008,0.10487515525086598,0.10521992228450429,1.4977447177595382,0.10460850177964841,0.10617913926942442,1.9357644848665188,0.07141906614172248,0.07644565647167331,0.07854002943405718,0.08748370449530549,0.08675594205328985,0.3852152664595047
Stdev,RMW,0.43520611119389135,0.1930645322810095,0.28675561941750183,0.2597314102602222,0.32356730536669964,0.3324843342794327,0.30212676959948553,0.1604310852496155,0.2006406375119109,0.2002343205710023,2.393014183664819,0.19567511186728673,0.25603548127859116,0.2521856122914843,0.7979208465482088,0.19300453347274066,0.18970726898529974,0.5742978808245256,0.2447894326241627,0.3127458881057704,0.2908754157697016,0.29563319165696905,1.1978875710540646,0.16025955843101358,0.27288713014119853,0.3059177096342277,0.31098861375233294,0.6339108149571766,0.43675887185634915,0.37568672404525505,0.19838854900559508,0.20493630273076796,0.22640859756874757,0.23865871879740408,0.5160975870457536,0.28005824109607724,0.2760356272054376,0.7327704137393952,0.23419612483279698,0.23195578308320544,1.7480629096765092,0.1913507962533524,0.19540548103292124,1.8962542097685924,0.34266851097468737,0.3440619198330006,0.3652395549370695,0.2820143563112225,0.3008719774346273,0.2946086785768232,0.6732360237348967,0.1669242565116397,0.1664556411420962,3.978336589534552,0.42658822464341634,0.4292466713912918,0.6980251708689997,0.29401155202694657,0.293835752811334,0.3190592358082152,1.0535224974657875,0.2656948414784516,0.20145223426230008,0.21616269223152895,0.21848509822399617,1.0417469946905025,0.2422586537827827,0.32149542343380677,0.23945775924400578,0.24024495370525595,3.4197479200516696,0.2388489187368365,0.24243510016356948,4.419863073017346,0.16306864580736907,0.1745456829966673,0.17932769123678888,0.1997484704427899,0.19808679601465531,0.8795484908921167
Stdev,SMB,0.3508146759244479,0.15562711456157086,0.23115042989515183,0.20936652352578136,0.26082390952776424,0.26801182469662016,0.2435409385093018,0.12932166560266198,0.16173412646463692,0.16140659901894813,1.928981403827227,0.15773147295171946,0.2063872773833645,0.2032839419606186,0.6431948816786286,0.15557875020744688,0.1529208629608144,0.46293496291414454,0.19732196599949878,0.2521008886606588,0.23447135068417033,0.2383065394903065,0.9656034904483077,0.1291833997931238,0.21997119907580226,0.2465967719765497,0.25068436987345627,0.510988268303816,0.352066338561018,0.30283677769022926,0.15991874363986686,0.1651968131385423,0.18250538478124154,0.19238006760009496,0.41602037078055376,0.2257517497182385,0.222509166601603,0.5906778618475839,0.18878282157066464,0.18697690767233519,1.4090935475869295,0.15424569152154663,0.15751412661547967,1.5285488621596275,0.27622117322139617,0.2773443841885364,0.29441543398491715,0.2273285518531845,0.24252946487567179,0.23748069119694099,0.5426878699825959,0.13455573680115696,0.13417799130363023,3.206891689887481,0.343867895997427,0.34601083955986894,0.5626701183808025,0.23699935430462074,0.23685764456464553,0.25719000614146736,0.849232453362578,0.21417357732491532,0.1623883453362149,0.17424627750315566,0.17611834245044544,0.8397403550585664,0.1952819340784405,0.2591537891637657,0.19302416497859023,0.19365871344358168,2.7566197428274317,0.1925333855990766,0.1954241654908716,3.5628011457316564,0.13144777304577918,0.14069928164957887,0.14455400387860312,0.16101496077928948,0.1596755040000664,0.7089939935486966
Tstat,Alpha,2.075220242859251,2.481359471783868,0.45623237770141617,0.609117229152744,1.459498617401064,1.4471166494314534,0.5192402063422336,0.8371918451316154,2.4925817341627203,2.626007381190974,1.595153305793333,0.9889064359959319,0.9360433408777836,1.011952772890697,0.6607054660947279,0.7571016006943444,0.6176035558534241,-0.7330573185378035,1.4069510045623026,1.9627409906177526,1.69266760022183,1.8283109673254674,1.0859591800853092,1.0095211105254196,1.0350540635597258,1.4292617809247017,1.4077296393780807,1.026835754474152,0.7754853072915747,1.2659891000400068,-0.226239595342904,1.6157178827381091,1.3280551199290174,1.3140552010039754,0.9478575022880346,1.826286089889148,2.111146071288064,0.45535204136012425,1.9515398457632682,2.1291941255137528,1.5200966327021737,1.488991892737641,1.5471769271580447,1.228385319716733,0.9558573679330803,0.9660689481824605,-1.248027478822963,1.1069754264960616,0.6405279834813566,0.5936599678082266,0.1263148805290518,1.9051590503816096,1.9025146228657939,2.339513336636294,1.142436873230407,1.1503010313739472,-0.13680817276552545,1.1257161330611927,1.4397224479006505,1.2291810459175407,0.7433971753272467,0.8779564667381307,2.237917778242894,1.999794470519912,2.1263672821224855,0.9743485113945396,1.4749261462902583,1.0550250000434545,1.260463025971268,1.3990228720033175,0.8737026645624236,1.4820316555099242,1.4833205908759504,1.1549586492233916,1.2012804731145044,1.2660232822298911,0.4911723667960021,1.6510002617930464,1.8657628999809461,0.49761507318749076
Tstat,CMA,0.18612136030071635,0.37155272903073294,0.4117068687168242,0.3072659056371302,-0.6299478683287886,-0.7031351029292608,-1.069403755631998,0.10864321435283372,0.2697699772655998,0.29732976801105665,0.9969847207943496,-0.277278076484376,0.559445063930495,0.5457686622498299,-1.0430000998429263,-0.36801708028287905,-0.23231845993521516,0.2852833163275912,0.27765654458667116,-0.3182624715448361,0.3967220706778308,0.28676303691074895,0.13489156196242194,0.29356973646959533,0.3762458116654761,0.9639498947895624,0.9676392898679342,-0.29231966907785417,0.6781466385560133,0.006805429497397052,1.656207239217006,1.1587740028932334,0.233548084554173,0.2508005970404451,0.36553649749384975,0.4829952187417531,0.6283331367310296,1.307716210550927,0.01274811742082899,-0.3250129192865441,-0.8986631002448767,0.4967124757778674,0.39932790257628575,-0.25350859313685087,0.8001654561251748,0.8234615849107392,1.3602157716692858,0.4277669193824177,-0.07683127236155764,-0.0462970181979781,-0.8833076113041055,0.15649624953243982,0.19576958623492038,-0.43164430630214456,0.7129017619344489,0.6982714865606355,0.28843024086817215,1.8403636544589703,-0.8372841166291324,-0.9848425208385616,-1.0271396995819393,0.3774408365381265,0.47117886076019116,1.1640907741190938,1.3536141950566187,0.3027153423188072,0.2945999462363639,1.11201435530868,0.3480933729241401,0.25178557483318353,0.26725868647347584,0.5290507749205516,0.6152979943971006,-0.41653948013249575,0.13128190677395427,-0.22825118452909476,0.33022926731967017,0.5995637833325858,0.44019819405247135,0.040046052394900444
Tstat,HML,1.39413266772992,-0.37678624628291835,-0.4817058077458944,0.4277666467714783,1.1000966921359818,1.1433057402304816,1.7324283745873166,0.7930900648465548,-0.3116800505186946,-0.3327901558268816,-0.7893948585120922,1.2966730241211746,0.23034626880553224,0.2955341658692968,1.0796068603033167,0.15910917888662288,-0.04763457812224558,-0.19446821313880946,0.7389967579988768,0.4413284398737669,0.7418322570645542,0.9904715186395746,-0.3756943320915999,0.5386671247482876,0.293644077135041,-0.9282490187665796,-0.930396075115739,0.07541625348645045,-1.191814479581805,0.7917162143364305,-1.4995218024584243,0.5878846066895475,0.5902503365813703,0.6826748421904787,-0.9550585195089197,0.41306022895935063,0.46981070709804046,1.0587352724878312,0.4203916266233571,0.6662935840032763,-0.08779660211427105,-0.27684735642038283,-0.14022370989228894,-0.20884358480560897,0.36158260166087436,0.3257684453964492,-1.042409668189437,-0.6262038230696809,0.48437866452552825,0.4529065369800037,-0.2983987661193022,0.34307315294739904,0.4147371630191666,0.10969937269705517,-1.3628222840515565,-1.3542300237729248,0.21325835352134068,-0.9552278189486069,0.3864089590732776,0.7407067704219742,0.2779184544928907,0.30660931811147824,-0.4167213096094335,0.10745668640872968,0.005585778262675446,-0.3971704090938537,-1.0304384423115656,0.24923622676438156,0.19983148400196424,0.30071043277229476,-0.9261417508119212,0.4871517887318775,0.5025063397995327,-0.3324300149014282,0.1730110039870922,0.16136315296820508,-0.13388607411513254,-0.04970690750454571,0.016385707911261153,-1.0978190192814488
Tstat,Mkt-RF,-1.1139891176529633,-1.4612694419358574,0.12145277929483216,0.25034923261325936,-0.3389864367209431,-0.3093675007044527,-0.7400131321361093,-0.052990864560638784,-0.10795484790942686,-0.12020706477828993,0.7594629146734508,-0.5585013469458892,0.08824691763853455,0.10796332011903187,1.3084341498303516,-0.6466164793273476,-0.48530222336463563,-1.2790193071269873,-0.03545631739341423,-0.046264899350129784,0.07872248614252295,0.14341632577698288,-0.10735371189486867,0.31075084646877976,1.0476655069994174,1.4847870939248544,1.4968478824104212,0.04402500458409326,0.6826344331151615,0.3180810998553932,1.155234925749329,-0.38031830953911894,0.4476722951281589,0.7123443158391894,0.2356795649817932,0.24759086554497725,0.3465700733836264,1.2800052494916576,0.1439246737371151,-0.15185750417286675,0.44679504171726264,-0.8143674476647967,-0.8692362763312039,-0.21639081189396173,0.6604529010547906,0.6183144410205804,1.9538879373927742,-0.4013735326713524,-0.7235363791378903,-0.7426575101575918,-0.8892294899488579,-0.4519211423596006,-0.40551613638199113,0.7671688807827334,0.2834799755083381,0.265623976582915,0.6460048823667223,0.019793453530263128,0.674114327018066,1.0301778679420945,-0.7711756140986492,-0.8178431307756149,-1.3242478747534696,-0.28076415911393243,-0.2663337792326879,0.08293401086692341,0.28463420798548444,0.1774940568685807,-0.271015861948593,-0.16656525060912875,-0.15108803393659015,-0.2248567081013371,-0.16302094667129507,0.6758117614253065,-1.5116631153507163,-1.62741067118725,-1.0415290180939392,-0.3069358582179693,-0.5891747315316688,-0.3128288322622477
Tstat,RMW,-2.246355425193179,-0.33331537526839045,0.01429923051220097,-2.1539164707706084,-0.3122449312750505,-0.2970815342738723,-0.7327293584110465,0.1798907898827662,-0.12339887544144276,-0.03834237506919932,-0.4615383176117761,-0.7577238997536373,-1.0019017093152294,-0.8988022694341348,-0.03184287181389919,-1.3205745275041,-1.088655929852989,-1.5445112356807777,-0.5192350152519156,-0.7298463962281322,-1.2759904047784287,-1.2870692252575064,-0.9098988276455932,-0.31479207852554814,-0.3457187680402894,-0.10755464858933139,-0.04284799180396389,-0.011186486632435003,-0.7833530281498087,-0.5254778699599213,0.14420533730420693,-2.3362446650788957,-0.9350946389063746,-1.081770098592377,-0.40926074859030537,-0.6574267114226213,-0.7241662928303036,0.7177151194551193,-0.1476737532283901,0.13685721307793092,-1.3764924575744317,-0.7456659949137419,-0.6779534791495478,-1.0101785309566234,-0.7147693741632354,-0.7464006133122364,-0.33367689824622815,0.9239186723565228,0.21836722593725297,0.23384929911736269,-0.30472826725059254,0.8435156140633604,0.8771034038632466,-1.0047997350186977,-0.9282392285081567,-0.8744940462753354,-0.9879888528424619,-2.463297083021687,-2.352200810326928,-2.324086129249647,-0.27528628278493084,-0.43476931978234756,-0.10597549444800294,-0.7763480142322179,-0.8320401386815905,-1.2089319842123947,-0.6974830074707259,-0.9822557484888741,-1.0174746747204826,-1.0863842785461215,1.060943052700121,-0.677142541727916,-0.5720052006883678,-0.7357088433662513,-0.8455345832952708,-1.0822939323507867,-0.7539684748405356,-0.7160675745283539,-0.738914493339021,1.4384369896008649
Tstat,SMB,-0.3112207055914278,0.19471032241857275,0.7698461643442573,0.20834570234599903,0.2234076009781409,0.22823343204956015,-0.015332462913741636,-0.13093703203460866,0.8271283188141704,0.8540406833140347,-0.4845601356606588,0.20942951853911798,-0.10796290669844374,-0.23523267932977324,-0.6406745514977564,-0.012037889973788754,0.018992419963301577,-0.22930147399503956,0.009433633557275691,-0.7072536151978598,-0.3085897809926986,-0.514137054363293,2.413525101567015,-1.2880976670805875,-0.3078083827379839,0.4052733658893811,0.42148364247940984,0.25827889424286676,-0.07227482631958769,-0.09007582637857833,-0.9824657560626883,-1.8171768536863957,-0.8778420415643204,-0.9976432372061572,-0.8216968929328798,-0.21834185758252636,-0.3440387797493404,-0.6270915410876348,0.37600328367678304,0.44665036375668943,0.8465860301843715,0.22995754098693588,0.06238237980888639,0.03235749190871508,0.8313780024859377,0.8736983589310514,-1.1278660320000438,0.4626372343783042,-0.05663101820338098,-0.05979417337040226,1.584496717907157,0.861924559094653,0.7767223507585045,-1.3173122673726911,0.9496766163885717,0.9682099834263465,0.9424016379725937,-0.9745123367008411,-1.79272732822556,-2.062842990825458,1.6387267500954368,0.7629304730717573,0.25779802660017015,-0.12471372109008311,-0.16873483489705576,0.2636160100589505,0.6114849861660906,0.19491192602400043,-0.16110006820401956,-0.21368371349388277,1.5268632184968158,0.47375830151229237,0.5328766952644031,0.2001941784998539,-0.1321242393987702,-0.23925218778532825,0.4149041917805954,-0.4726931353083511,-0.5026008790963603,1.1572255837616683
is_significant,"('Tstat', 'Alpha')",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'CMA')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'HML')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
