,,Aircraft,Almost Nothing,Apparel,Automobiles and Trucks,Banking,Business Services,Chemicals,Communication,Computers,Construction,Construction Materials,Consumer Goods,Electrical Equipment,Electronic Equipment,Entertainment,Food Products,Healthcare,Insurance,Machinery,Measuring and Control Equipment,Medical Equipment,Non-Metallic and Industrial Metal Mining,Personal Services,Petroleum and Natural Gas,Pharmaceutical Products,Precious Metals,Real Estate,Recreation,"Restaurants, Hotels, Motels",Retail,Steel Works Etc,Trading,Transportation,Utilities,Wholesale
Pvalue,RMW,0.8418888391396536,0.10946203225397748,0.00016544597122198393,0.5187478702623443,4.997267030008181e-07,0.1288555737529816,0.026472373787944398,0.09615276752782928,0.9067407141347146,0.0525381073412449,0.015070735705640442,1.6861897102613065e-08,0.9222327575673344,0.023896352668821418,0.013813745647217228,0.0010598109463032129,0.07189580815761318,0.7844792808152746,0.5476057691454861,0.6367099547990619,0.20278146743845907,0.3738513801304781,0.5434118938716246,0.5897372340239745,0.38479170831712606,0.47853687250143045,0.9438266113368862,0.0024894797372896705,1.1881322204754517e-05,0.07496511617217033,0.2636176927372584,0.8884580525450727,0.15997095756897112,0.02469990219960044,0.0018213241397687678
Pvalue,SMB,0.4421641438073216,0.2641642458248681,0.004884827742088406,0.005017721336294744,0.14840037885818397,1.5702568806988895e-06,0.07104604963655399,0.980355470120792,0.7210968830951459,0.00011297808967825591,2.6896930396697613e-09,0.35866681176137843,5.927456189334995e-07,0.6386971730267226,0.42216399430866774,0.5772792411780853,0.010273037521790922,0.672618926122305,0.0010391683476444692,0.0032602273053028248,0.42690032827844965,0.5120191671493274,0.0016718928300458683,0.09754871712549167,0.5111462035921938,0.9264319398145054,1.6608873744648904e-08,0.003999646040461132,0.28540855940466026,0.8077614377322675,0.0038849100206926747,0.17604926201965382,0.10544934624760761,0.30882202728249464,2.280828058142689e-05
Rsquared,Adj Rsquared,0.6325485795845724,0.460899641915513,0.5243066196130765,0.5556483543670439,0.8936905262730604,0.8843502131035379,0.7067020401304738,0.6310605061770234,0.6661706336207738,0.6331176557296745,0.8324726897346504,0.5746574122834676,0.7648008897620417,0.6903420979952348,0.5637474665272505,0.45050251780967676,0.5430472199994901,0.6901167472221563,0.7941919085117255,0.7319286400266569,0.6412911794494512,0.40724527326003224,0.6985662784641797,0.6186576175067888,0.41768507830411894,0.02337707538625078,0.789536149433769,0.47417460252413146,0.541502982141373,0.7755922423531545,0.688141290099928,0.8215025000758778,0.8173450465945353,0.4111899660810673,0.7941316745240615
Rsquared,Rsquared,0.6418276558576894,0.47694429542993233,0.5363190787137564,0.5668693555193912,0.8963751089429327,0.88727066226759,0.7141085542685932,0.6403771600614421,0.6746006681252997,0.6423823613930666,0.8367031773676138,0.5853983867207537,0.7707402612326973,0.6981617419852542,0.5747639446452493,0.46437871685488696,0.5545864316156647,0.6979420818882636,0.7993890825392072,0.7386981188138626,0.6503494829987075,0.42221382696558707,0.7061782411292257,0.6282874756505568,0.43239000056916654,0.048039270452254645,0.7948508931349365,0.48758851572504647,0.5530811896630556,0.7812591049199941,0.6960165100468995,0.8260100127002243,0.8219575454179057,0.4260589063315454,0.7993303696118378
Stdev,Alpha,0.0029380295819971566,0.002458657481496916,0.003380515262304611,0.0050648427816614,0.0013733984556262861,0.0012685895478852208,0.0023775578257289156,0.0020039988125345972,0.0026248750132799674,0.003511411995676487,0.002054616536198147,0.0019262661354544639,0.00248760726280429,0.0026259777276969724,0.004042982814300063,0.0020222022467424024,0.002773363001031651,0.0019898450130514155,0.002194049543466453,0.0021290119161918065,0.002040374723006722,0.00526879972995221,0.0023385110834888713,0.0034977511450629125,0.0022942443278156036,0.0076628347857473356,0.002501374559577767,0.003600730397954348,0.002277257812409127,0.0017144270546377083,0.0033470911761933936,0.0014598942636473793,0.0017370535195601782,0.0021706210878344005,0.0016056983557530913
Stdev,CMA,0.18068294035116012,0.1469804687834348,0.2078949242845852,0.3114776964174951,0.084461256876664,0.07801571877123199,0.14621504883405467,0.12324191700712928,0.16142456099142635,0.215944811465066,0.1263548057273292,0.11846151290831876,0.15298286900734653,0.16149237572156147,0.24863535314725452,0.1243613917861815,0.1705562751164978,0.12237148666039885,0.13492965667151777,0.13092997273318996,0.1254789627136556,0.3240206406233812,0.1438137523180852,0.21510469648743505,0.1410914354211207,0.47124900613588183,0.15382953021081475,0.22126932912731206,0.14004679871331868,0.10543383332408526,0.20583940986970992,0.08978057599348416,0.10682531564168848,0.13348885353004344,0.09874723590675283
Stdev,HML,0.11931846005764819,0.09793811466933112,0.13728856842393536,0.20569202054498523,0.055776085365174276,0.051519614447176516,0.09655673319366158,0.08138585592676144,0.10660071169721382,0.14260451103670238,0.08344152918347959,0.07822899754038155,0.10102603106680239,0.10664549483586112,0.1641925208642392,0.08212512885673637,0.11263106555891532,0.08081104566322761,0.08910414463514295,0.08646285416626379,0.08286314453111186,0.2139750647788606,0.09497097749436632,0.1420497202788839,0.09317322802613529,0.31120096676835823,0.10158514478717934,0.1474038015073895,0.09248337627227086,0.0696258462794262,0.13593115850946005,0.05928882964717818,0.07054474613245705,0.08815267455305983,0.0652101858672647
Stdev,Mkt-RF,0.07068473223177793,0.061346546619088144,0.08133029619089492,0.1218527743939291,0.03304197570995571,0.03052042534008285,0.05720059433948176,0.048213306062262117,0.06315068731522341,0.08447948182370807,0.0494310951087931,0.04634317054737954,0.05984822424749753,0.0631772170253978,0.09726830505641806,0.04865125429823693,0.06672309302487887,0.047872786166662254,0.05278565111579293,0.051220940094138204,0.04908845773097385,0.12675968287609168,0.05626118633056558,0.08415082156324111,0.05519619236634296,0.18435669548252626,0.060179445448247715,0.0869673521861638,0.05478752143245755,0.04124662938403981,0.08052616113679607,0.03512293945062241,0.04179098932656609,0.052221996439508145,0.038630774522107315
Stdev,RMW,0.15443288637775124,0.13113862577952592,0.17769144756087318,0.2662254643773173,0.0721905214803649,0.06668140671864436,0.12497257338972641,0.10533703364107358,0.1379724108857035,0.1845718276890734,0.10799767436951706,0.10125113819573416,0.13075714830208793,0.1380303733280533,0.21251300851898866,0.10629386842038438,0.14577744752707347,0.1045930615174458,0.11532675025790112,0.11190815006247472,0.10724907594427267,0.2769461393542985,0.12292014303139112,0.18385376664450234,0.12059333090836463,0.4027848123279867,0.1314808045209957,0.19105591041805461,0.1197004615445582,0.0901161513669416,0.17593456324482587,0.07673703706826894,0.09130547577262939,0.11409527047675763,0.08440099897237832
Stdev,SMB,0.12422504608870966,0.10556983441021073,0.14293411708193723,0.21415044009062148,0.05806969660678629,0.053638192079255034,0.1005273167736378,0.08473258621160835,0.11098432143087994,0.14846866065345887,0.08687279238704643,0.08144591222709581,0.1051804000769829,0.11103094613136442,0.1709444076124256,0.08550225935148881,0.11726265410496207,0.08413413873378092,0.09276826459751292,0.09001835959478612,0.08627062353519677,0.22277409774770865,0.09887635199639201,0.14789105591881604,0.09700467589162955,0.32399810072114904,0.10576250554204755,0.15288157840496172,0.09628645621399726,0.07248898417603004,0.14152088807189556,0.06172689114415256,0.07344567081562055,0.09177766838346778,0.06789174400089008
Tstat,Alpha,-0.1094850922591496,1.0572345161144243,-0.9594095355802738,0.4784823768369267,-0.4071562247070831,1.0175581386955204,-1.5401416399158958,-1.2159637710288727,-0.8720984523007989,-0.02672166415754501,-0.1331898056968934,-1.356597941098861,0.1819116132978803,2.0188837901289873,0.9975574289749856,-0.15631446286017253,-0.7375449732752517,0.40996115216412893,0.3603886369049483,0.39740992050937773,-0.42072926876504213,-0.2913430771816365,-0.6383183854377155,-1.1474199806308858,1.058249715411247,0.440095499167119,-0.49823182097748087,-1.3389731901319661,0.41740983049358793,1.3947814216282495,-1.2366913662782184,-0.4611538246075397,-1.5040992327496616,0.4570513204285503,0.3143907789604295
Tstat,CMA,-0.17638716261567006,0.2998611203003842,1.717833158562009,-2.022637924895254,-4.050127353116071,-4.06873979827858,0.7388243329124726,3.9802580873260194,-0.67058434585573,-0.8275916169690983,-1.7369295490296388,4.237592826501455,-0.692484261894081,-1.1439643239203967,-1.8008935331474287,4.7496201264280264,2.6343986646729873,0.19995158676833605,0.210261483347704,0.22761906797291956,2.612025341830594,1.6385077380178077,-0.37679036350925527,1.520746039743105,2.910154436987179,1.7558964308701765,-3.0359109155564328,0.4140236590175235,0.5143943657242218,-0.5641738638512565,0.22381342019096842,-0.651509840633144,1.135986846556104,2.2882851313957073,1.0176281038916206
Tstat,HML,4.07116695225561,0.35044928247824386,-2.7243406120198013,-1.4115596856518537,15.024716294100747,-3.751678091920468,3.2358149869978665,0.08460218684852835,0.622672260376542,1.4809914780758517,4.13049380959624,-2.207006425232947,-0.8879090399812587,-3.1629555145564963,-0.7643762614811156,-0.4522109735720444,-0.7120492898003848,5.258707943570213,2.069282845865498,-2.677331793911219,-3.3775192102392095,1.136685708482367,1.3620092860591315,6.134056569092283,-2.50039309149615,-0.6688488932283986,4.614631028752583,0.7001598221525608,-0.9926679734397266,-5.186418542768328,3.3649460372251845,3.4108807736729165,1.4236860223506125,0.6371724190452833,2.34703451576491
Tstat,Mkt-RF,15.622530472634034,11.501044678631912,12.989564964296465,12.610914619088437,31.843360702200247,35.76847030622786,18.75025503890682,17.005832839565134,18.493309053404623,15.016147829565659,24.970176627468984,14.96815008942863,20.89559463361162,19.326125462380578,13.529699532921233,11.121267965459923,12.770210868336521,17.510659458667167,23.736566017769935,20.301962417439057,17.951835824748958,10.15611316037543,18.15517752720462,12.442065792014372,11.572210538609891,2.5366810163796907,20.559863333207247,10.991013909667142,13.943446347525478,23.875937030725908,17.126676155420647,26.64580064324866,26.883200383372554,11.051386664126932,23.264989513854676
Tstat,RMW,0.1997468904012837,1.6094086331223494,3.8420823024666424,-0.6464625121080181,-5.202597166714801,-1.525162477827894,2.2363695944454194,1.6719593565373294,0.11730453526960126,1.950720973886061,2.4526116093687373,5.890374838827838,-0.09774936182796472,2.27678227333353,-2.4847888290351428,3.324547278367547,-1.8097144506140894,-0.2738675592836484,0.6024139156952907,-0.4730529693820855,-1.278008227289417,-0.8913498619329787,0.6087410673096227,0.5401196176140752,-0.8710818162530047,0.7100391552664888,0.07055294710898465,3.0652885890342083,4.496932036761158,1.7903500161440955,1.121148525565714,-0.1404409700925053,1.4106046447883522,2.263784191569571,3.1617765194968266
Tstat,SMB,0.7701304498879856,-1.1204639848060065,2.847410236203903,2.838490847482631,-1.4510103390674174,-4.9558943276682985,1.815196039132672,-0.024655190328338496,-0.35751508732032566,3.9419137044499393,6.241706361446,-0.9201043690343339,5.1663378052424385,-0.4702642971165396,0.8043856667438404,-0.5583108636720596,2.5919586097234815,0.4232022171253488,3.3303454807304385,2.979299699471665,-0.7961891656107992,0.6569133906690939,3.187931429395894,1.6649325529509216,-0.6582745235249258,-0.09245563121585003,5.893322668627009,2.913561615287724,1.0712193307131812,-0.2436490345162997,2.9226735600623814,1.3579996073253355,1.6266203501255616,-1.0203875842583259,4.341654377623013
is_significant,"('Tstat', 'Alpha')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'CMA')",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
is_significant,"('Tstat', 'HML')",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
is_significant,"('Tstat', 'Mkt-RF')",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
is_significant,"('Tstat', 'RMW')",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
is_significant,"('Tstat', 'SMB')",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
